Class,SpellName,Rank1_ID,AllRankIDs,flags0,flags1,flags2,flags0_hex,flags1_hex,flags2_hex,SpellType,ModifiableStats,VerifyCommand
Hunter,"Arcane Shot",36609,"36609",2048,0,0,0x00000800,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 36609"
Hunter,"Arcane Shot",35401,"35401",2048,0,0,0x00000800,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 35401"
Hunter,"Arcane Shot",36623,"36623",2048,0,0,0x00000800,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 36623"
Hunter,"Arcane Shot",36293,"36293",2048,0,0,0x00000800,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 36293"
Hunter,"Arcane Shot",34829,"34829",2048,0,0,0x00000800,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 34829"
Hunter,"Arcane Shot",3044,"3044, 14281, 14282, 14283, 14284, 14285, 14286, 14287, 27019, 49044, 49045",2048,0,0,0x00000800,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 3044"
Hunter,"Arcane Shot",51742,"51742",2048,0,0,0x00000800,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 51742"
Hunter,"Arcane Shot",38807,"38807",2048,0,0,0x00000800,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 38807"
Hunter,"Arcane Trap",47789,"47789",128,0,0,0x00000080,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 47789"
Hunter,"Assassinate",53214,"53214",2048,0,0,0x00000800,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 53214"
Hunter,"Auto Shot",75,"75",1,0,0,0x00000001,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 75"
Hunter,"Aynasha's Bow",19767,"19767",1,0,0,0x00000001,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 19767"
Hunter,"Bad Attitude",50433,"50433, 52395, 52396, 52397, 52398, 52399",0,268435456,0,0x00000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 50433"
Hunter,"Barrel Toss",64377,"64377",0,268435456,0,0x00000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 64377"
Hunter,"Barrel Toss",64376,"64376",0,268435456,0,0x00000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 64376"
Hunter,"Bear Trap",61385,"61385",0,67108864,0,0x00000000,0x04000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 61385"
Hunter,"Bestial Wrath",19574,"19574",0,33554432,0,0x00000000,0x02000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 19574"
Hunter,"Bite",17253,"17253, 17255, 17256, 17257, 17258, 17259, 17260, 17261, 27050, 52473, 52474",0,268435456,0,0x00000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 17253"
Hunter,"Black Arrow",3674,"3674, 63668, 63669, 63670, 63671, 63672",128,134217728,0,0x00000080,0x08000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 3674"
Hunter,"Bullheaded",53490,"53490",0,268435456,0,0x00000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 53490"
Hunter,"Bullheaded",63896,"63896",8192,0,0,0x00002000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 63896"
Hunter,"Burst Shoot",74417,"74417",1,0,0,0x00000001,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 74417"
Hunter,"Call of the Wild",53434,"53434",0,268435456,0,0x00000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 53434"
Hunter,"Camouflage",51753,"51753",0,0,32,0x00000000,0x00000000,0x00000020,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 51753"
Hunter,"Carrion Feeder",54044,"54044",0,268435456,0,0x00000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 54044"
Hunter,"Chimera Shot",53209,"53209",0,0,1,0x00000000,0x00000000,0x00000001,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 53209"
Hunter,"Chimera Shot - Scorpid",53359,"53359",0,0,1024,0x00000000,0x00000000,0x00000400,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 53359"
Hunter,"Chimera Shot - Serpent",53353,"53353",0,0,3072,0x00000000,0x00000000,0x00000C00,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 53353"
Hunter,"Chimera Shot - Viper",53358,"53358",0,0,1024,0x00000000,0x00000000,0x00000400,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 53358"
Hunter,"Chimera Shot - Wyvern",53366,"53366",0,0,1024,0x00000000,0x00000000,0x00000400,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 53366"
Hunter,"Claw",16827,"16827, 16828, 16829, 16830, 16831, 16832, 3010, 3009, 27049, 52471, 52472",0,268435456,0,0x00000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 16827"
Hunter,"Concussive Shot",5116,"5116",512,0,0,0x00000200,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 5116"
Hunter,"Copy of Shoot",54380,"54380",1,0,0,0x00000001,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 54380"
Hunter,"Counterattack",19306,"19306, 20909, 20910, 27067, 48998, 48999",0,524288,0,0x00000000,0x00080000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 19306"
Hunter,"Cower",27048,"27048",0,268435456,0,0x00000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 27048"
Hunter,"Cower",1753,"1753",0,268435456,0,0x00000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 1753"
Hunter,"Cower",1755,"1755",0,268435456,0,0x00000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 1755"
Hunter,"Cower",1754,"1754",0,268435456,0,0x00000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 1754"
Hunter,"Cower",16697,"16697",0,268435456,0,0x00000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 16697"
Hunter,"Cower",1756,"1756",0,268435456,0,0x00000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 1756"
Hunter,"Cower",1742,"1742",0,268435456,0,0x00000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 1742"
Hunter,"d",49891,"49891",1024,0,0,0x00000400,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 49891"
Hunter,"Demoralizing Screech",24423,"24423, 24577, 24578, 24579, 27051, 55487",0,268435456,0,0x00000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 24423"
Hunter,"Deterrence",19263,"19263",0,2,0,0x00000000,0x00000002,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 19263"
Hunter,"Disengage",68340,"68340",0,16384,0,0x00000000,0x00004000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 68340"
Hunter,"Disengage",57635,"57635",0,16384,0,0x00000000,0x00004000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 57635"
Hunter,"Disengage",781,"781",0,16384,0,0x00000000,0x00004000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 781"
Hunter,"Disengage",61507,"61507",0,16384,0,0x00000000,0x00004000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 61507"
Hunter,"Distracting Shot",20736,"20736",65536,131072,0,0x00010000,0x00020000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 20736"
Hunter,"Dive",23145,"23145",0,805306368,0,0x00000000,0x30000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 23145"
Hunter,"Dust Cloud",54404,"54404",0,268435456,0,0x00000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 54404"
Hunter,"Dust Cloud",50285,"50285",0,268435456,0,0x00000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 50285"
Hunter,"Exploding Shot",33792,"33792",1,0,0,0x00000001,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 33792"
Hunter,"Explosive Shot",53352,"53352",0,0,512,0x00000000,0x00000000,0x00000200,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 53352"
Hunter,"Explosive Shot",56298,"56298",0,0,64,0x00000000,0x00000000,0x00000040,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 56298"
Hunter,"Explosive Shot",53301,"53301, 60051, 60052, 60053",0,2147483648,0,0x00000000,0x80000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 53301"
Hunter,"Explosive Trap",13813,"13813, 14316, 14317, 27025, 49066, 49067",128,0,0,0x00000080,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 13813"
Hunter,"Explosive Trap Effect",13812,"13812, 14314, 14315, 27026, 49064, 49065",4,0,16384,0x00000004,0x00000000,0x00004000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 13812"
Hunter,"Eyes of the Beast",1002,"1002",4194304,0,0,0x00400000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 1002"
Hunter,"Feign Death",5384,"5384",256,0,0,0x00000100,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 5384"
Hunter,"Feign Death Test",35571,"35571",256,0,0,0x00000100,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 35571"
Hunter,"Ferocious Inspiration",75593,"75593, 75446, 75447",0,32,0,0x00000000,0x00000020,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 75593"
Hunter,"Fire Breath",34889,"34889, 35323, 55482, 55483, 55484, 55485",0,268436480,0,0x00000000,0x10000400,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 34889"
Hunter,"Fire Breath",37985,"37985",0,1024,0,0x00000000,0x00000400,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 37985"
Hunter,"Fire Breath",38309,"38309",0,1024,0,0x00000000,0x00000400,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 38309"
Hunter,"Flame Breath",50989,"50989",0,1024,0,0x00000000,0x00000400,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 50989"
Hunter,"Flames",49884,"49884",0,1024,0,0x00000000,0x00000400,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 49884"
Hunter,"Flames",49883,"49883",0,1024,0,0x00000000,0x00000400,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 49883"
Hunter,"Flare",1543,"1543",0,32768,0,0x00000000,0x00008000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 1543"
Hunter,"Freezing Arrow",60202,"60202",128,0,0,0x00000080,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 60202"
Hunter,"Freezing Arrow",60192,"60192",128,0,0,0x00000080,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 60192"
Hunter,"Freezing Arrow Effect",60210,"60210",8,0,0,0x00000008,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 60210"
Hunter,"Freezing Trap",37368,"37368",128,0,0,0x00000080,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 37368"
Hunter,"Freezing Trap",55040,"55040",128,0,0,0x00000080,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 55040"
Hunter,"Freezing Trap",44136,"44136",128,0,0,0x00000080,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 44136"
Hunter,"Freezing Trap",31933,"31933",128,0,0,0x00000080,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 31933"
Hunter,"Freezing Trap",43414,"43414",128,0,0,0x00000080,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 43414"
Hunter,"Freezing Trap",43447,"43447",128,0,0,0x00000080,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 43447"
Hunter,"Freezing Trap",43415,"43415",8,0,0,0x00000008,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 43415"
Hunter,"Freezing Trap",41085,"41085",128,0,0,0x00000080,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 41085"
Hunter,"Freezing Trap",1499,"1499, 14310, 14311",128,0,0,0x00000080,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 1499"
Hunter,"Freezing Trap",27753,"27753",128,0,0,0x00000080,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 27753"
Hunter,"Freezing Trap",32419,"32419",128,0,0,0x00000080,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 32419"
Hunter,"Freezing Trap Effect",3355,"3355, 14308, 14309",8,0,0,0x00000008,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 3355"
Hunter,"Freezing Trap Effect",31932,"31932",8,0,0,0x00000008,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 31932"
Hunter,"Freezing Trap Effect",55041,"55041",8,0,0,0x00000008,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 55041"
Hunter,"Frost Trap",13809,"13809",128,0,0,0x00000080,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 13809"
Hunter,"Frost Trap",63487,"63487",0,0,262144,0x00000000,0x00000000,0x00040000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 63487"
Hunter,"Froststorm Breath",54689,"54689",0,268435456,0,0x00000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 54689"
Hunter,"Froststorm Breath",54644,"54644, 55488, 55489, 55490, 55491, 55492",0,268435456,0,0x00000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 54644"
Hunter,"Furious Howl",24604,"24604, 64491, 64492, 64493, 64494, 64495",0,268435456,0,0x00000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 24604"
Hunter,"Gift of the Naaru",59543,"59543",0,0,2147483648,0x00000000,0x00000000,0x80000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 59543"
Hunter,"Gore",35290,"35290, 35291, 35292, 35293, 35294, 35295",0,268435456,0,0x00000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 35290"
Hunter,"Growl",2649,"2649, 14916, 14917, 14918, 14919, 14920, 14921, 27047, 61676",0,268435456,0,0x00000000,0x10000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 2649"
Hunter,"Guard's Mark",38067,"38067",1024,0,0,0x00000400,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 38067"
Hunter,"Harpooner's Mark",40084,"40084",1024,0,0,0x00000400,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 40084"
Hunter,"Heart of the Phoenix",54114,"54114",16777216,0,0,0x01000000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 54114"
Hunter,"Heartstrike",59792,"59792",1,0,0,0x00000001,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 59792"
Hunter,"Hunter's Mark",1130,"1130, 14323, 14324, 14325, 53338",1024,0,0,0x00000400,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 1130"
Hunter,"Hunter's Mark",31615,"31615",1024,0,0,0x00000400,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 31615"
Hunter,"Hurl Dagger",59685,"59685",1,0,0,0x00000001,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 59685"
Hunter,"Hurl Dagger",42772,"42772",1,0,0,0x00000001,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 42772"
Hunter,"Hurl Trident",38374,"38374",1,0,0,0x00000001,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 38374"
Hunter,"Ice Trap",41086,"41086",16,0,0,0x00000010,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 41086"
Hunter,"Ice Trap",71249,"71249",128,0,0,0x00000080,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 71249"
Hunter,"Ice Trap",71647,"71647",16,0,0,0x00000010,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 71647"
Hunter,"Immolation Trap",52606,"52606",4,0,0,0x00000004,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 52606"
Hunter,"Immolation Trap",22910,"22910",4,0,0,0x00000004,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 22910"
Hunter,"Immolation Trap",13797,"13797, 14298, 14299, 14300, 14301, 27024, 49053, 49054",0,0,131072,0x00000000,0x00000000,0x00020000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 13797"
Hunter,"Immolation Trap",47784,"47784",4,0,0,0x00000004,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 47784"
Hunter,"Immolation Trap",13795,"13795, 14302, 14303, 14304, 14305, 27023, 49055, 49056",128,0,0,0x00000080,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 13795"
Hunter,"Immolation Trap Effect",51740,"51740",4,0,0,0x00000004,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 51740"
Hunter,"Impale",61164,"61164",1,0,0,0x00000001,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 61164"
Hunter,"Impale",15860,"15860",1,0,0,0x00000001,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 15860"
Hunter,"Impale",55622,"55622",1,0,0,0x00000001,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 55622"
Hunter,"Impale",26548,"26548",1,0,0,0x00000001,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 26548"
Hunter,"Impale",39061,"39061",1,0,0,0x00000001,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 39061"
Hunter,"Impale",29583,"29583",1,0,0,0x00000001,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 29583"
Hunter,"Impale",58978,"58978",1,0,0,0x00000001,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 58978"
Hunter,"Impale",16001,"16001",1,0,0,0x00000001,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 16001"
Hunter,"Impale",24049,"24049",1,0,0,0x00000001,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 24049"
Hunter,"Impale",32716,"32716",1,0,0,0x00000001,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 32716"
Hunter,"Impale",34451,"34451",1,0,0,0x00000001,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 34451"
